id,source,title,authors,year,venue,stage_reached,decision,exclusion_reason,category,notes,subcategory,screener,screener_original,confidence,doi,arxiv_id,citations,citations_source,is_published,n_sources,all_sources,priority_band,has_abstract
C06812,ieee,LINEADAPTER: Parameter-Efficient Fine-Tuning for Log Anomaly Detection and Root Cause Analysis,Xinyuan Liu; Wenhao Bao; Yumin Zhang; Yinhao Li; Rajiv Ranjan; Devki Nandan Jha,2025,2025 IEEE 31th International Conference on Parallel and Distributed Systems (ICPADS),stage_1_pending,,,,,,,,,10.1109/icpads67057.2025.11322907,,0,,yes,2,ieee|semanticscholar,new_work,yes
C06813,arxiv,LLM Agents at the Roundtable: A Multi-Perspective and Dialectical Reasoning Framework for Essay Scoring,Jinhee Jang; Ayoung Moon; Minkyoung Jung; YoungBin Kim; Seung Jin Lee,2025,arXiv,stage_1_pending,,,,,,,,,,2509.14834,0,,no,1,arxiv,new_work,yes
C06814,arxiv,LLM Agents for Interactive Workflow Provenance: Reference Architecture and Evaluation Methodology,Renan Souza; Timothy Poteet; Brian Etz; Daniel Rosendo; Amal Gueroudji; Woong Shin; Prasanna Balaprakash; Rafael Ferreira da Silva,2025,arXiv,stage_1_pending,,,,,,,,,,2509.13978,0,,no,1,arxiv,new_work,yes
C06815,arxiv,LLM Based Sentiment Classification From Bangladesh E-Commerce Reviews,Sumaiya Tabassum,2025,arXiv,stage_1_pending,,,,,,,,,,2510.01276,0,,no,1,arxiv,new_work,yes
C06816,arxiv,LLM Braces: Straightening Out LLM Predictions with Relevant Sub-Updates,Ying Shen; Lifu Huang,2025,arXiv,stage_1_pending,,,,,,,,,,2503.16334,0,,no,1,arxiv,new_work,yes
C06817,arxiv,LLM Compression: How Far Can We Go in Balancing Size and Performance?,Sahil Sk; Debasish Dhal; Sonal Khosla; Sk Shahid; Sambit Shekhar; Akash Dhaka; Shantipriya Parida; Dilip K. Prasad; Ondřej Bojar,2025,arXiv,stage_1_pending,,,,,,,,,,2508.11318,0,,no,1,arxiv,new_work,yes
C06818,arxiv,LLM Enabled Multi-Agent System for 6G Networks: Framework and Method of Dual-Loop Edge-Terminal Collaboration,Zheyan Qu; Wenbo Wang; Zitong Yu; Boquan Sun; Yang Li; Xing Zhang,2025,arXiv,stage_1_pending,,,,,,,,,,2509.04993,0,,no,1,arxiv,new_work,yes
C06819,arxiv,LLM Encoder vs. Decoder: Robust Detection of Chinese AI-Generated Text with LoRA,Houji Jin; Negin Ashrafi; Armin Abdollahi; Wei Liu; Jian Wang; Ganyu Gui; Maryam Pishgar; Huanghao Feng,2025,arXiv,stage_1_pending,,,,,,,,,,2509.00731,0,,no,1,arxiv,new_work,yes
C06820,arxiv,LLM Ensemble for RAG: Role of Context Length in Zero-Shot Question Answering for BioASQ Challenge,Dima Galat; Diego Molla-Aliod,2025,arXiv,stage_1_pending,,,,,,,,,,2509.08596,0,,no,1,arxiv,new_work,yes
C06821,openalex,"LLM Fine-Tuning: Concepts, Opportunities, and Challenges",Xiao-Kun Wu; Min Chen; Wanyi Li; Rui Wang; Lingbin Lu; Jia Liu; Kai Hwang; Yixue Hao; Yanru Pan; Qingguo Meng; Kaibin Huang; Long Hu; Mohsen Guizani; Naipeng Chao; Giancarlo Fortino; Fei Lin; Yonglin Tian; Dusit Niyato; Fei-Yue Wang,2025,Big Data and Cognitive Computing,stage_1_pending,,,,,,,,,10.3390/bdcc9040087,,68,openalex,yes,1,openalex,new_work,yes
C06822,arxiv,LLM Priors for ERM over Programs,Shivam Singhal; Priyadarsi Mishra; Eran Malach; Tomer Galanti,2025,arXiv,stage_1_pending,,,,,,,,,,2510.14331,0,,no,1,arxiv,new_work,yes
C06823,arxiv,LLM+MAP: Bimanual Robot Task Planning using Large Language Models and Planning Domain Definition Language,Kun Chu; Xufeng Zhao; Cornelius Weber; Stefan Wermter,2025,arXiv,stage_1_pending,,,,,,,,,,2503.17309,0,,no,1,arxiv,new_work,yes
C06824,arxiv,LLM-Advisor: An LLM Benchmark for Cost-efficient Path Planning across Multiple Terrains,Ling Xiao; Toshihiko Yamasaki,2025,arXiv,stage_1_pending,,,,,,,,,,2503.01236,0,,no,1,arxiv,new_work,yes
C06825,semanticscholar,LLM-Assisted Reinforcement Learning for U-Shaped and Circular Hybrid Disassembly Line Balancing in IoT-Enabled Smart Manufacturing,Xiwang Guo; Chi Jiao; Jiacun Wang; Shujin Qin; Bin Hu; Liang Qi; Xianming Lang; Zhiwei Zhang,2025,Electronics,stage_1_pending,,,,,,,,,10.3390/electronics14112290,,5,semanticscholar,yes,1,semanticscholar,new_work,yes
C06826,ieee,LLM-BEM: Zero-shot LLM-Agent Scheduling for Smart Building Energy Management,Sen Liu; Rong Hu; Ye Yang; Hongtao Zhang; Xingchen Ding; Hanchi Sun; Li Sun,2025,2025 IEEE 26th China Conference on System Simulation Technology and its Applications (CCSSTA),stage_1_pending,,,,,,,,,10.1109/ieeeconf65522.2025.11137227,,1,ieee,yes,1,ieee,new_work,yes
C06827,arxiv,LLM-Based Emulation of the Radio Resource Control Layer: Towards AI-Native RAN Protocols,Ziming Liu; Bryan Liu; Alvaro Valcarce; Xiaoli Chu,2025,arXiv,stage_1_pending,,,,,,,,,,2505.16821,0,,no,1,arxiv,new_work,yes
C06828,arxiv,LLM-Driven Medical Document Analysis: Enhancing Trustworthy Pathology and Differential Diagnosis,Lei Kang; Xuanshuo Fu; Oriol Ramos Terrades; Javier Vazquez-Corral; Ernest Valveny; Dimosthenis Karatzas,2025,arXiv,stage_1_pending,,,,,,,,,,2506.19702,0,,no,1,arxiv,new_work,yes
C06829,arxiv,LLM-Enhanced Self-Evolving Reinforcement Learning for Multi-Step E-Commerce Payment Fraud Risk Detection,Bo Qu; Zhurong Wang; Daisuke Yagi; Zhen Xu; Yang Zhao; Yinan Shan; Frank Zahradnik,2025,arXiv,stage_1_pending,,,,,,,,,,2509.18719,0,,no,1,arxiv,new_work,yes
C06830,arxiv,LLM-EvRep: Learning an LLM-Compatible Event Representation Using a Self-Supervised Framework,Zongyou Yu; Qiang Qu; Qian Zhang; Nan Zhang; Xiaoming Chen,2025,arXiv,stage_1_pending,,,,,,,,,,2502.14273,0,,no,1,arxiv,new_work,yes
C06831,ieee,LLM-GMP: Large Language Model-Based Message Passing for Zero-Shot Learning on Graphs,Justin Carpenter; Md Athikul Islam; Edoardo Serra,2025,2025 IEEE International Conference on Big Data (BigData),stage_1_pending,,,,,,,,,10.1109/bigdata66926.2025.11401559,,0,,yes,1,ieee,new_work,yes
C06832,arxiv,LLM-Generated Ads: From Personalization Parity to Persuasion Superiority,Elyas Meguellati; Stefano Civelli; Lei Han; Abraham Bernstein; Shazia Sadiq; Gianluca Demartini,2025,arXiv,stage_1_pending,,,,,,,,,,2512.03373,0,,no,1,arxiv,new_work,yes
C06833,arxiv,LLM-Guided Dynamic-UMAP for Personalized Federated Graph Learning,Sai Puppala; Ismail Hossain; Md Jahangir Alam; Tanzim Ahad; Sajedul Talukder,2025,arXiv,stage_1_pending,,,,,,,,,,2511.09438,0,,no,1,arxiv,new_work,yes
C06834,arxiv,LLM-Match: An Open-Sourced Patient Matching Model Based on Large Language Models and Retrieval-Augmented Generation,Xiaodi Li; Shaika Chowdhury; Chung Il Wi; Maria Vassilaki; Xiaoke Liu; Terence T Sio; Owen Garrick; Young J Juhn; James R Cerhan; Cui Tao; Nansu Zong,2025,arXiv,stage_1_pending,,,,,,,,,,2503.13281,0,,no,1,arxiv,new_work,yes
C06835,ieee,LLM-NER: Advancing Named Entity Recognition with LoRA+ Fine-Tuned Large Language Models,Yuanjing Zhu; Yunan Liu,2025,2025 11th International Conference on Computing and Artificial Intelligence (ICCAI),stage_1_pending,,,,,,,,,10.1109/iccai66501.2025.00063,,21,semanticscholar,yes,3,ieee|openalex|semanticscholar,new_work,yes
C06836,semanticscholar,LLM-Optimized Cloud Architectures: Evaluating Infrastructure Patterns For Fine-Tuning And Serving Large Models,Satya Teja Muddada,2025,Journal of International Crisis and Risk Communication Research,stage_1_pending,,,,,,,,,10.63278/jicrcr.vi.3345,,0,,yes,1,semanticscholar,new_work,yes
C06837,arxiv,LLM-PS: Empowering Large Language Models for Time Series Forecasting with Temporal Patterns and Semantics,Jialiang Tang; Shuo Chen; Chen Gong; Jing Zhang; Dacheng Tao,2025,arXiv,stage_1_pending,,,,,,,,,,2503.09656,0,,no,1,arxiv,new_work,yes
C06838,arxiv,LLM-Powered Text-Attributed Graph Anomaly Detection via Retrieval-Augmented Reasoning,Haoyan Xu; Ruizhi Qian; Zhengtao Yao; Ziyi Liu; Li Li; Yuqi Li; Yanshu Li; Wenqing Zheng; Daniele Rosa; Daniel Barcklow; Senthil Kumar; Jieyu Zhao; Yue Zhao,2025,arXiv,stage_1_pending,,,,,,,,,,2511.17584,0,,no,1,arxiv,new_work,yes
C06839,semanticscholar,LLM-QFL: Distilling Large Language Model for Quantum Federated Learning,Dev Gurung; Shiva Raj Pokhrel,2025,IEEE Transactions on Network and Service Management,stage_1_pending,,,,,,,,,10.48550/arxiv.2505.18656,2505.18656,1,semanticscholar,yes,3,arxiv|ieee|semanticscholar,new_work,yes
C06840,arxiv,LLM-RG: Referential Grounding in Outdoor Scenarios using Large Language Models,Pranav Saxena; Avigyan Bhattacharya; Ji Zhang; Wenshan Wang,2025,arXiv,stage_1_pending,,,,,,,,,,2509.25528,0,,no,1,arxiv,new_work,yes
C06841,arxiv,LLM-based Content Classification Approach for GitHub Repositories by the README Files,Malik Uzair Mehmood; Shahid Hussain; Wen Li Wang; Muhammad Usama Malik,2025,arXiv,stage_1_pending,,,,,,,,,,2507.21899,0,,no,1,arxiv,new_work,yes
C06842,arxiv,LLM-based Fusion of Multi-modal Features for Commercial Memorability Prediction,Aleksandar Pramov,2025,arXiv,stage_1_pending,,,,,,,,,,2510.22829,0,,no,1,arxiv,new_work,yes
C06843,arxiv,LLM-based User Profile Management for Recommender System,Seunghwan Bang; Hwanjun Song,2025,arXiv,stage_1_pending,,,,,,,,,,2502.14541,0,,no,1,arxiv,new_work,yes
C06844,arxiv,LLM-based Zero-shot Triple Extraction for Automated Ontology Generation from Software Engineering Standards,Songhui Yue,2025,arXiv,stage_1_pending,,,,,,,,,,2509.00140,0,,no,1,arxiv,new_work,yes
C06845,arxiv,LLMPi: Optimizing LLMs for High-Throughput on Raspberry Pi,Mahsa Ardakani; Jinendra Malekar; Ramtin Zand,2025,arXiv,stage_1_pending,,,,,,,,,,2504.02118,0,,no,1,arxiv,new_work,yes
C06846,arxiv,LLMQ: Efficient Lower-Precision Pretraining for Consumer GPUs,Erik Schultheis; Dan Alistarh,2025,arXiv,stage_1_pending,,,,,,,,,,2512.15306,0,,no,1,arxiv,new_work,yes
C06847,arxiv,LLMQuoter: Enhancing RAG Capabilities Through Efficient Quote Extraction From Large Contexts,Yuri Facanha Bezerra; Li Weigang,2025,arXiv,stage_1_pending,,,,,,,,,,2501.05554,0,,no,1,arxiv,new_work,yes
C06848,arxiv,LLMSQL: Upgrading WikiSQL for the LLM Era of Text-to-SQL,Dzmitry Pihulski; Karol Charchut; Viktoria Novogrodskaia; Jan Kocoń,2025,arXiv,stage_1_pending,,,,,,,,,,2510.02350,0,,no,1,arxiv,new_work,yes
C06849,arxiv,"LLMs Can Easily Learn to Reason from Demonstrations Structure, not content, is what matters!",Dacheng Li; Shiyi Cao; Tyler Griggs; Shu Liu; Xiangxi Mo; Eric Tang; Sumanth Hegde; Kourosh Hakhamaneshi; Shishir G. Patil; Matei Zaharia; Joseph E. Gonzalez; Ion Stoica,2025,arXiv,stage_1_pending,,,,,,,,,,2502.07374,0,,no,1,arxiv,new_work,yes
C06850,arxiv,LLMs are everywhere: Ubiquitous Utilization of AI Models through Air Computing,Baris Yamansavascilar; Atay Ozgovde; Cem Ersoy,2025,arXiv,stage_1_pending,,,,,,,,,,2503.00767,0,,no,1,arxiv,new_work,yes
C06851,semanticscholar,LLMs for energy and macronutrients estimation using only text data from 24-hour dietary recalls: a parameter-efficient fine-tuning experiment using a 10-shot prompt,R. Carrillo-Larco,2025,arXiv.org,stage_1_pending,,,,,,,,,10.48550/arxiv.2509.13268,2509.13268,1,semanticscholar,yes,2,arxiv|semanticscholar,new_work,yes
C06852,arxiv,LLMs meet Federated Learning for Scalable and Secure IoT Management,Yazan Otoum; Arghavan Asad; Amiya Nayak,2025,arXiv,stage_1_pending,,,,,,,,,,2504.16032,0,,no,1,arxiv,new_work,yes
C06853,semanticscholar,LLMs on a Budget: System-Level Approaches to Power-Efficient and Scalable Fine-Tuning,Kailash Gogineni; Ali Suvizi; Guru Venkataramani,2025,IEEE Open Journal of the Computer Society,stage_1_pending,,,,,,,,,10.1109/ojcs.2025.3580498,,10,semanticscholar,yes,1,semanticscholar,new_work,yes
C06854,semanticscholar,LLaMA-XR: A Novel Framework for Radiology Report Generation Using LLaMA and QLoRA Fine Tuning,Md. Zihad Bin Jahangir; M. Kabir; Sumaiya Akter; I. Jahan; M. Chau,2025,Bioengineering,stage_1_pending,,,,,,,,,10.3390/bioengineering13050493,2506.03178,0,,yes,2,arxiv|semanticscholar,new_work,yes
C06855,semanticscholar,LLaMa-BiLoRA: Enhancing Named Entity Recognition for Resume Data Extraction Using Quantized LoRA modified LLaMA with Bidirectional Attention,Fady S. Ghatas; Mervat Abu-Elkheir,2025,"2025 5th International Conference on Electrical, Computer and Energy Technologies (ICECET)",stage_1_pending,,,,,,,,,10.1109/icecet63943.2025.11472587,,0,,yes,1,semanticscholar,new_work,yes
C06856,arxiv,LLaVE: Large Language and Vision Embedding Models with Hardness-Weighted Contrastive Learning,Zhibin Lan; Liqiang Niu; Fandong Meng; Jie Zhou; Jinsong Su,2025,arXiv,stage_1_pending,,,,,,,,,,2503.04812,0,,no,1,arxiv,new_work,yes
C06857,arxiv,LORENZA: Enhancing Generalization in Low-Rank Gradient LLM Training via Efficient Zeroth-Order Adaptive SAM,Yehonathan Refael; Iftach Arbel; Ofir Lindenbaum; Tom Tirer,2025,arXiv,stage_1_pending,,,,,,,,,,2502.19571,0,,no,1,arxiv,new_work,yes
C06858,arxiv,LPCD: Unified Framework from Layer-Wise to Submodule Quantization,Yuma Ichikawa; Yudai Fujimoto; Akira Sakai,2025,arXiv,stage_1_pending,,,,,,,,,,2512.01546,0,,no,1,arxiv,new_work,yes
C06859,semanticscholar,LPP-FL: A Lightweight Privacy-Preserving Federated Learning Against Byzantine Attacks on Non-IID Data,Jiguo Yu; Hongliang Zhang; Qi Xia; Yifei Zou; Yangyang Liu,2025,IEEE Transactions on Information Forensics and Security,stage_1_pending,,,,,,,,,10.1109/tifs.2025.3623924,,4,semanticscholar,yes,1,semanticscholar,new_work,yes
C06860,semanticscholar,LRQuant+: A Unified and Learnable Framework to Post-Training Quantization for Transformer-Based Large Foundation Models,Jiaqi Zhao; Chao Zeng; Ming Wang; Linxuan Han; Yuzhang Shang; Miao Zhang; Liqiang Nie,2025,IEEE Transactions on Pattern Analysis and Machine Intelligence,stage_1_pending,,,,,,,,,10.1109/tpami.2025.3599479,,1,semanticscholar,yes,1,semanticscholar,new_work,yes
C06861,arxiv,LSR-Adapt: Ultra-Efficient Parameter Tuning with Matrix Low Separation Rank Kernel Adaptation,Xin Li; Anand Sarwate,2025,arXiv,stage_1_pending,,,,,,,,,,2502.13568,0,,no,1,arxiv,new_work,yes
C06862,semanticscholar,LServe: Efficient Long-sequence LLM Serving with Unified Sparse Attention,Shang Yang; Junxian Guo; Haotian Tang; Qinghao Hu; Guangxuan Xiao; Jiaming Tang; Yujun Lin; Zhijian Liu; Yao Lu; Song Han,2025,Conference on Machine Learning and Systems,stage_1_pending,,,,,,,,,10.48550/arxiv.2502.14866,2502.14866,45,semanticscholar,yes,1,semanticscholar,new_work,yes
C06863,arxiv,LUNE: Efficient LLM Unlearning via LoRA Fine-Tuning with Negative Examples,Yezi Liu; Hanning Chen; Wenjun Huang; Yang Ni; Mohsen Imani,2025,arXiv,stage_1_pending,,,,,,,,,,2512.07375,0,,no,1,arxiv,new_work,yes
C06864,semanticscholar,LUQ: Layerwise Ultra-Low Bit Quantization for Multimodal Large Language Models,Shubhang Bhatnagar; Andy Xu; Kar-Han Tan; Narendra Ahuja,2025,arXiv.org,stage_1_pending,,,,,,,,,10.48550/arxiv.2509.23729,2509.23729,3,semanticscholar,yes,2,arxiv|semanticscholar,new_work,yes
C06865,semanticscholar,LVLM-HBA: Large Vision-Language Model with Cross-Modal Alignment for Human Behavior Analysis,Jun Yu; Xilong Lu; Lingsi Zhu; Qiang Ling,2025,ACM Multimedia,stage_1_pending,,,,,,,,,10.1145/3746027.3762077,,1,semanticscholar,yes,1,semanticscholar,new_work,yes
C06866,semanticscholar,LVLM-MIR: Large Vision-Language Model with Parameter-Efficient Fine-Tuning for Multimodal Interleaved Reasoning,Jun Yu; Xilong Lu; Cong Wang; Qiang Ling,2025,ACM Multimedia,stage_1_pending,,,,,,,,,10.1145/3746027.3762002,,0,,yes,1,semanticscholar,new_work,yes
C06867,arxiv,LVM4CSI: Enabling Direct Application of Pre-Trained Large Vision Models for Wireless Channel Tasks,Jiajia Guo; Peiwen Jiang; Chao-Kai Wen; Shi Jin; Jun Zhang,2025,arXiv,stage_1_pending,,,,,,,,,,2507.05121,0,,no,1,arxiv,new_work,yes
C06868,semanticscholar,La-LoRA: Parameter-efficient fine-tuning with layer-wise adaptive low-rank adaptation,Jiancheng Gu; Jiabin Yuan; Jiyuan Cai; Xianfa Zhou; Lili Fan,2025,Neural Networks,stage_1_pending,,,,,,,,,10.1016/j.neunet.2025.108095,,21,google_scholar,yes,2,google_scholar|semanticscholar,new_work,yes
C06869,semanticscholar,LaVFL: Efficient Verifiable Federated Learning for Large Language Models,Tianyou Zhang; Haiyang Yu; Zhen Yang; Yuwen Chen; Shui Yu,2025,IEEE Transactions on Dependable and Secure Computing,stage_1_pending,,,,,,,,,10.1109/tdsc.2025.3581728,,2,semanticscholar,yes,2,dblp|semanticscholar,new_work,yes
C06870,arxiv,LaViC: Adapting Large Vision-Language Models to Visually-Aware Conversational Recommendation,Hyunsik Jeon; Satoshi Koide; Yu Wang; Zhankui He; Julian McAuley,2025,arXiv,stage_1_pending,,,,,,,,,,2503.23312,0,,no,1,arxiv,new_work,yes
C06871,arxiv,LaX: Boosting Low-Rank Training of Foundation Models via Latent Crossing,Ruijie Zhang; Ziyue Liu; Zhengyang Wang; Zheng Zhang,2025,arXiv,stage_1_pending,,,,,,,,,,2505.21732,0,,no,1,arxiv,new_work,yes
C06872,arxiv,LabelFusion: Fusing Large Language Models with Transformer Encoders for Robust Financial News Classification,Michael Schlee; Christoph Weisser; Timo Kivimäki; Melchizedek Mashiku; Benjamin Saefken,2025,arXiv,stage_1_pending,,,,,,,,,,2512.10793,0,,no,1,arxiv,new_work,yes
C06873,arxiv,"Ladder Up, Memory Down: Low-Cost Fine-Tuning With Side Nets",Estelle Zheng; Nathan Cerisara; Sébastien Warichet; Emmanuel Helbert; Christophe Cerisara,2025,arXiv,stage_1_pending,,,,,,,,,,2512.14237,0,,no,1,arxiv,new_work,yes
C06874,semanticscholar,Ladder-residual: parallelism-aware architecture for accelerating large model inference with communication overlapping,Muru Zhang; Mayank Mishra; Zhongzhu Zhou; William Brandon; Jue Wang; Yoon Kim; Jonathan Ragan-Kelley; S. Song; Ben Athiwaratkun; Tri Dao,2025,International Conference on Machine Learning,stage_1_pending,,,,,,,,,10.48550/arxiv.2501.06589,2501.06589,8,semanticscholar,yes,1,semanticscholar,new_work,yes
C06875,semanticscholar,LangVision-LoRA-NAS: Neural Architecture Search for Variable LoRA Rank in Vision Language Models,Krishna Teja Chitty-Venkata; M. Emani; Venkat Vishwanath,2025,International Conference on Information Photonics,stage_1_pending,,,,,,,,,10.1109/icip55913.2025.11084278,2508.12512,1,semanticscholar,yes,2,ieee|semanticscholar,new_work,yes
C06876,arxiv,Language Embedding Meets Dynamic Graph: A New Exploration for Neural Architecture Representation Learning,Haizhao Jing; Haokui Zhang; Zhenhao Shang; Rong Xiao; Peng Wang; Yanning Zhang,2025,arXiv,stage_1_pending,,,,,,,,,,2506.07735,0,,no,1,arxiv,new_work,yes
C06877,arxiv,Language Fusion for Parameter-Efficient Cross-lingual Transfer,Philipp Borchert; Ivan Vulić; Marie-Francine Moens; Jochen De Weerdt,2025,arXiv,stage_1_pending,,,,,,,,,,2501.06892,0,,no,1,arxiv,new_work,yes
C06878,semanticscholar,Language-Aware Prompt Tuning for Parameter-Efficient Seamless Language Expansion in Multilingual ASR,Hongli Yang; Sheng Li; Hao Huang; Ayiduosi Tuohan; Yizhou Peng,2025,Interspeech,stage_1_pending,,,,,,,,,10.21437/interspeech.2025-1875,2506.21577,4,semanticscholar,yes,2,arxiv|semanticscholar,new_work,yes
C06879,arxiv,Language-Driven Coordination and Learning in Multi-Agent Simulation Environments,Zhengyang Li; Sawyer Campos; Nana Wang,2025,arXiv,stage_1_pending,,,,,,,,,,2506.04251,0,,no,1,arxiv,new_work,yes
C06880,ieee,Large Language Model Based Agent Framework for Electric Vehicle Charging Behavior Simulation,Junkang Feng; Chenggang Cui; Chuanlin Zhang; Zizhu Fan,2025,2025 10th Asia Conference on Power and Electrical Engineering (ACPEE),stage_1_pending,,,,,,,,,10.1109/acpee64358.2025.11040586,,4,ieee,yes,1,ieee,new_work,yes
C06881,ieee,Large Language Model Enabled Lightweight RFFI for 6G Edge Intelligence,Yi Liu; Ning Gao; Xiao Li; Shi Jin,2025,2025 IEEE Wireless Communications and Networking Conference (WCNC),stage_1_pending,,,,,,,,,10.1109/wcnc61545.2025.10978469,,4,ieee,yes,1,ieee,new_work,yes
C06882,semanticscholar,Large Language Model Fine-tuning with Low-Rank Adaptation: A Performance Exploration,Bagus Hanindhito; Bhavesh Patel; L. John,2025,International Conference on Performance Engineering,stage_1_pending,,,,,,,,,10.1145/3676151.3719377,,10,semanticscholar,yes,1,semanticscholar,new_work,yes
C06883,google_scholar,Large Language Model Inference over Edge-assisted IoT: An Cost-efficient Optimization Method,"Y Lin, S Yao, M Wang, S Wei, X Chen…",2025,"2025 IEEE/CIC …, 2025 -",stage_1,exclude,Exclusion 6,,Scholar hit outside protocol scope (vendor doc / non-archival); flagged at dedup.,,metadata,,high,,,0,,no,1,google_scholar,new_work,no
C06884,ieee,Large Language Model Offloading using Active Inference in 6G Symbiotic IoT,Xiaoming He; Yunzhe Jiang; Xiaoming Xu; Huajun Cui; Yinqiu Liu; Mingkai Chen; Yan Hong; Jie Zhang,2025,IEEE Internet of Things Journal,stage_1_pending,,,,,,,,,10.1109/jiot.2025.3588832,,7,google_scholar,yes,2,google_scholar|ieee,new_work,yes
C06885,arxiv,Large Language Model as Meta-Surrogate for Data-Driven Many-Task Optimization: A Proof-of-Principle Study,Xian-Rong Zhang; Yue-Jiao Gong; Yuan-Ting Zhong; Ting Huang; Jun Zhang,2025,arXiv,stage_1_pending,,,,,,,,,,2503.08301,0,,no,1,arxiv,new_work,yes
C06886,google_scholar,Large Language Model partitioning for low-latency inference at the edge,"D Kafetzis, R Khalili…",2025,"2025 23rd International …, 2025 -",stage_1,exclude,Exclusion 6,,Scholar hit outside protocol scope (vendor doc / non-archival); flagged at dedup.,,metadata,,high,,,9,google_scholar,no,1,google_scholar,new_work,no
C06887,semanticscholar,Large Language Model-Empowered Decision Transformer for UAV-Enabled Data Collection,Zhixiong Chen; Jiangzhou Wang; Hyundong Shin; Arumugam Nallanathan,2025,arXiv.org,stage_1_pending,,,,,,,,,10.48550/arxiv.2509.13934,2509.13934,2,semanticscholar,yes,2,arxiv|semanticscholar,new_work,yes
C06888,semanticscholar,Large Language Model-based Multimodal Knowledge Distillation: A Review of Methodologies and Applications,U. Shamika; B. Kumara; D. Seneviratna; R. Rathnayaka,2025,2025 9th SLAAI International Conference on Artificial Intelligence (SLAAI-ICAI),stage_1_pending,,,,,,,,,10.1109/slaai-icai68534.2025.11318526,,1,semanticscholar,yes,1,semanticscholar,new_work,yes
C06889,semanticscholar,"Large Language Models (LLMs) and Generative AI in Cybersecurity and Privacy: A Survey of Dual-Use Risks, AI-Generated Malware, Explainability, and Defensive Strategies",Kiarash Ahi; Saeed Valizadeh,2025,Silicon Valley Cybersecurity Conference,stage_1_pending,,,,,,,,,10.1109/svcc65277.2025.11133642,2607.06963,9,semanticscholar,yes,1,semanticscholar,new_work,yes
C06890,ieee,Large Language Models Adaptation for Web Applications Attacks Detection,Sidwendluian Romaric Nana; Didier Bassolé; Désiré Guel; Oumarou Sié,2025,2025 Conference on Information Communications Technology and Society (ICTAS),stage_1_pending,,,,,,,,,10.1109/ictas64866.2025.11155839,,2,ieee,yes,1,ieee,new_work,yes
C06891,arxiv,"Large Language Models Are Better Logical Fallacy Reasoners with Counterargument, Explanation, and Goal-Aware Prompt Formulation",Jiwon Jeong; Hyeju Jang; Hogun Park,2025,arXiv,stage_1_pending,,,,,,,,,,2503.23363,0,,no,1,arxiv,new_work,yes
C06892,arxiv,Large Language Models Are Unreliable for Cyber Threat Intelligence,Emanuele Mezzi; Fabio Massacci; Katja Tuma,2025,arXiv,stage_1_pending,,,,,,,,,,2503.23175,0,,no,1,arxiv,new_work,yes
C06893,semanticscholar,Large Language Models Enhanced Personalized Graph Neural Architecture Search in Federated Learning,Hui Fang; Yang Gao; Peng Zhang; Jiangchao Yao; Hongyang Chen; Haishuai Wang,2025,AAAI Conference on Artificial Intelligence,stage_1_pending,,,,,,,,,10.1609/aaai.v39i16.33814,,9,semanticscholar,yes,2,dblp|semanticscholar,new_work,yes
C06894,arxiv,Large Language Models Meet Contrastive Learning: Zero-Shot Emotion Recognition Across Languages,Heqing Zou; Fengmao Lv; Desheng Zheng; Eng Siong Chng; Deepu Rajan,2025,arXiv,stage_1_pending,,,,,,,,,,2503.21806,0,,no,1,arxiv,new_work,yes
C06895,semanticscholar,Large Language Models Meet Text-Attributed Graphs: A Survey of Integration Frameworks and Applications,Guangxin Su; Hanchen Wang; Jianwei Wang; Wenjie Zhang; Ying Zhang; Jian Pei,2025,arXiv.org,stage_1_pending,,,,,,,,,10.48550/arxiv.2510.21131,2510.21131,3,semanticscholar,yes,2,arxiv|semanticscholar,new_work,yes
C06896,semanticscholar,Large Language Models Transform Organic Synthesis From Reaction Prediction to Automation,Kartar Kumar Lohana Tharwani; Rajesh Kumar; Sumita; Numan Ahmed; Yong Tang,2025,arXiv.org,stage_1_pending,,,,,,,,,10.48550/arxiv.2508.05427,2508.05427,2,semanticscholar,yes,2,arxiv|semanticscholar,new_work,yes
C06897,arxiv,Large Language Models are Few-shot Multivariate Time Series Classifiers,Yakun Chen; Zihao Li; Chao Yang; Xianzhi Wang; Guandong Xu,2025,arXiv,stage_1_pending,,,,,,,,,,2502.00059,0,,no,1,arxiv,new_work,yes
C06898,arxiv,Large Language Models as Generalist Policies for Network Optimization,Duo Wu; Linjia Kang; Zhimin Wang; Fangxin Wang; Wei Zhang; Xuefeng Tao; Wei Yang; Le Zhang; Peng Cui; Zhi Wang,2025,arXiv,stage_1_pending,,,,,,,,,,2512.11839,0,,no,1,arxiv,new_work,yes
C06899,arxiv,Large Language Models as Virtual Survey Respondents: Evaluating Sociodemographic Response Generation,Jianpeng Zhao; Chenyu Yuan; Weiming Luo; Haoling Xie; Guangwei Zhang; Steven Jige Quan; Zixuan Yuan; Pengyang Wang; Denghui Zhang,2025,arXiv,stage_1_pending,,,,,,,,,,2509.06337,0,,no,1,arxiv,new_work,yes
C06900,arxiv,Large Language Models for EEG: A Comprehensive Survey and Taxonomy,Naseem Babu; Jimson Mathew; A. P. Vinod,2025,arXiv,stage_1_pending,,,,,,,,,,2506.06353,0,,no,1,arxiv,new_work,yes
