id,source,parent_query,bucket,title,authors,venue,year,site,cited_by,date_retrieved,stage_reached,decision,exclusion_reason
GS0253,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Two-Stage Grid Optimization for Group-wise Quantization of LLMs,2026,arxiv.org,2026,,,2026-07-21/22,,,
GS0254,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Resource-Efficient Language Models: Quantization for Fast and Accessible Inference,TE Jørgensen,"arXiv preprint arXiv:2505.08620, 2025",2025,arxiv.org,1,2026-07-21/22,,,
GS0255,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,A Comprehensive Evaluation on Quantization Techniques for Large Language Models,"Y Liu, C Zhao, G Hu","arXiv preprint arXiv:2507.17417, 2025",2025,arxiv.org,3,2026-07-21/22,,,
GS0256,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Towards Quantization-Adversarial Reparameterizations,,,,,,2026-07-21/22,,,
GS0257,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,NeUQI: Near-Optimal Uniform Quantization Parameter Initialization,"L Lin, X Hu, X Wan","arXiv preprint arXiv:2505.17595, 2025",2025,arxiv.org,1,2026-07-21/22,,,
GS0258,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,A comprehensive evaluation of quantization strategies for large language models,"R Jin, J Du, W Huang, W Liu, J Luan…","Findings of the …, 2024 -",2024,,153,2026-07-21/22,,,
GS0259,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Quantization hurts reasoning? an empirical study on quantized reasoning models,2025,arxiv.org,2025,,60,2026-07-21/22,,,
GS0260,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Towards Understanding Best Practices for Quantization of Vision-Language Models,"G Das, V La, E Lau, A Shrivastava…","arXiv preprint arXiv …, 2026 -",2026,,1,2026-07-21/22,,,
GS0261,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Amq: Enabling automl for mixed-precision weight-only quantization of large language models,"S Lee, S Woo, J Jin, C Lee, E Park","Proceedings of the 2025 …, 2025 -",2025,,12,2026-07-21/22,,,
GS0262,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Enhancing computation efficiency in large language models through weight and activation quantization,"J Lee, M Kim, S Baek, S Hwang, W Sung…","Proceedings of the …, 2023 -",2023,,27,2026-07-21/22,,,
GS0263,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,An Empirical Study of World Model Quantization,"Z Fu, T Zhao, K Han, H Zhou, X Chen…","arXiv preprint arXiv …, 2026 -",2026,,1,2026-07-21/22,,,
GS0264,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Qqq: Quality quattuor-bit quantization for large language models,2024,arxiv.org,2024,,32,2026-07-21/22,,,
GS0265,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Gwq: Gradient-aware weight quantization for large language models,2024,arxiv.org,2024,,24,2026-07-21/22,,,
GS0266,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,"Exploring quantization techniques for large-scale language models: Methods, challenges and future directions",2024,dl.acm.org,2024,,13,2026-07-21/22,,,
GS0267,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Dual grained quantization: Efficient fine-grained quantization for llm,2023,arxiv.org,2023,,8,2026-07-21/22,,,
GS0268,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,OOQ: Outlier-Oriented Quantization for Efficient Large Language Models,"H Wang, B Liu, H Shao, B Xiao, K Zeng…","2025 IEEE Automatic …, 2025 -",2025,,,2026-07-21/22,,,
GS0269,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,QuantEase: Optimization-based quantization for language models,2023,arxiv.org,2023,,31,2026-07-21/22,,,
GS0270,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Afpq: Asymmetric floating point quantization for llms,"Y Zhang, S Zhang, S Cao, D Du, J Wei…","Findings of the …, 2024 -",2024,,16,2026-07-21/22,,,
GS0271,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,MLWQ: Efficient Small Language Model Deployment via Multi-Level Weight Quantization,"C Hu, J He, S Wu, Y He, CJ Xue…","Proceedings of the 2025 …, 2025 -",2025,,2,2026-07-21/22,,,
GS0272,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Omniquant: Omnidirectionally calibrated quantization for large language models,"W Shao, M Chen, Z Zhang, P Xu, L Zhao…","International …, 2024 -",2024,,684,2026-07-21/22,,,
GS0273,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,"Exploring the trade-offs: Quantization methods, task difficulty, and model size in large language models from edge to giant",2024,arxiv.org,2024,,10,2026-07-21/22,,,
GS0274,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Alignment-Aware Quantization for LLM Safety,2025,arxiv.org,2025,,4,2026-07-21/22,,,
GS0275,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Qaq: Quality adaptive quantization for llm kv cache,"S Dong, W Cheng, J Qin, W Wang","arXiv preprint arXiv:2403.04643, 2024 -",2024,,71,2026-07-21/22,,,
GS0276,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Moqe: Improve quantization model performance via mixture of quantization experts,2025,arxiv.org,2025,,2,2026-07-21/22,,,
GS0277,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,MASQuant: Modality-Aware Smoothing Quantization for Multimodal Large Language Models,"L Hu, W Xiao, X Chen, X Xu, B Xu…","Proceedings of the …, 2026 -",2026,,,2026-07-21/22,,,
GS0278,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,SLMQuant: Benchmarking Small Language Model Quantization for Practical Deployment,2025,dl.acm.org,2025,,8,2026-07-21/22,,,
GS0279,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,SmoothRot: Combining Channel-Wise Scaling and Rotation for Quantization-Friendly LLMs,"P Czakó, G Kertész, S Szénási","arXiv preprint arXiv:2506.05413, 2025 -",2025,,2,2026-07-21/22,,,
GS0280,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,An Integer-only Quantization Framework for Edge Deployment of Large Language Models,"Y Hu, Z Yuan, W Gao, S Zhang…","2025 IEEE International …, 2025 -",2025,,2,2026-07-21/22,,,
GS0281,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Mobilequant: Mobile-friendly quantization for on-device language models,"F Tan, R Lee, Ł Dudziak, SX Hu…","Findings of the …, 2024 -",2024,,31,2026-07-21/22,,,
GS0282,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,PEQuant: Practical and Empirical Method for Minimizing LLMs Quantization Errors,최동훈,2025,2025,s-space.snu.ac.kr,,2026-07-21/22,,,
GS0283,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,CodeQuant: Unified Clustering and Quantization for Enhanced Outlier Smoothing in Low-Precision Mixture-of-Experts,2026,arxiv.org,2026,,1,2026-07-21/22,,,
GS0284,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,SingleQuant: Efficient Quantization of Large Language Models in a Single Pass,"…, 2025",arxiv.org,2025,,1,2026-07-21/22,,,
GS0285,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Easyquant: An efficient data-free quantization algorithm for llms,"H Tang, Y Sun, D Wu, K Liu, J Zhu…","Proceedings of the 2023 …, 2023 -",2023,,25,2026-07-21/22,,,
GS0286,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,RUQuant: Towards Refining Uniform Quantization for Large Language Models,2026,dl.acm.org,2026,,,2026-07-21/22,,,
GS0287,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Flatquant: Flatness matters for llm quantization,"…, 2024",arxiv.org,2024,,100,2026-07-21/22,,,
GS0288,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Sageattention2: Efficient attention with thorough outlier smoothing and per-thread int4 quantization,2024,arxiv.org,2024,,93,2026-07-21/22,,,
GS0289,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Trainable Smooth-Rotation Transforms with Learned Channel Scales for LLM Quantization,"P Czakó, G Kertész, S Szénási","arXiv preprint arXiv:2606.09927, 2026 -",2026,,,2026-07-21/22,,,
GS0290,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,NQKV: A KV cache quantization scheme based on normal distribution characteristics,"Z Cai, X Zhang, Z Tan, Z Wei","arXiv preprint arXiv:2505.16210, 2025 -",2025,,2,2026-07-21/22,,,
GS0291,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,SPARQ: Outlier-free SpeechLM with Fast Adaptation and Robust Quantization,,,,,,2026-07-21/22,,,
GS0292,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,BATQuant: Outlier-resilient MXFP4 Quantization via Learnable Block-wise Optimization,2026,arxiv.org,2026,,2,2026-07-21/22,,,
GS0293,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,ASER: activation smoothing and error reconstruction for large language model quantization,2025,ojs.aaai.org,2025,,10,2026-07-21/22,,,
GS0294,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Ostquant: Refining large language model quantization with orthogonal and scaling transformations for better distribution fitting,2025,arxiv.org,2025,,82,2026-07-21/22,,,
GS0295,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,W4A4 Quantization for Inference on Wan2. 2-I2V-A14B,"Y Chen, C Shi, J Liu","arXiv preprint arXiv:2606.29337, 2026",2026,arxiv.org,,2026-07-21/22,,,
GS0296,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Flattenquant: Breaking through the inference compute-bound for large language models with per-tensor quantization,"Y Zhang, F Yang, S Peng, F Wang…","Proceedings of the 2024 …, 2024 -",2024,,8,2026-07-21/22,,,
GS0297,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Outliertune: Efficient channel-wise quantization for large language models,2024,arxiv.org,2024,,5,2026-07-21/22,,,
GS0298,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Loftq: Lora-fine-tuning-aware quantization for large language models,"Y Li, Y Yu, C Liang, N Karampatziakis…","International …, 2024 -",2024,,377,2026-07-21/22,,,
GS0299,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Accurate lora-finetuning quantization of llms via information retention,2024,arxiv.org,2024,,190,2026-07-21/22,,,
GS0300,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,An empirical study of llama3 quantization: From llms to mllms,"Intelligence, 2024",Springer,2024,,89,2026-07-21/22,,,
GS0301,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Federated adaptive fine-tuning of large language models with heterogeneous quantization and lora,"Z Gao, Z Zhang, Y Guo, Y Gong","Ieee infocom 2025-ieee …, 2025 -",2025,,21,2026-07-21/22,,,
GS0302,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Quailora: Quantization-aware initialization for lora,"N Lawton, A Padmakumar, J Gaspers…","arXiv preprint arXiv …, 2024 -",2024,,5,2026-07-21/22,,,
GS0303,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Advancing multimodal large language models with quantization-aware scale learning for efficient adaptation,2024,dl.acm.org,2024,,31,2026-07-21/22,,,
GS0304,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Optimizing LLaMa2 Fine-Tuning with LoRA and Quantization for Medical Question Answering,"…, 2024",Springer,2024,,1,2026-07-21/22,,,
GS0305,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Investigation on Quantization of LoftQ: LoRA-Fine-Tuning-Aware Quantization for Large Language,Y Yu,2025,2025,repository.gatech.edu,1,2026-07-21/22,,,
GS0306,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Qeft: Quantization for efficient fine-tuning of llms,"C Lee, J Jin, Y Cho, E Park","Findings of the Association for …, 2024 -",2024,,12,2026-07-21/22,,,
GS0307,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,The Impact of Quantization on Large Reasoning Model Reinforcement Learning,"M Kumar, Z Xu, X Wang, T Webb","arXiv preprint arXiv:2511.15694, 2025 -",2025,,2,2026-07-21/22,,,
GS0308,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,SQ-LoRA: Memory-Efficient Language Model Compression Through Stable-Rank-Guided Quantization for Edge Computing Applications,"S Bayat Toksöz, G Işik","Applied Sciences, 2026",2026,mdpi.com,1,2026-07-21/22,,,
GS0309,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Breaking the Blocks: Continuous Low-Rank Decomposed Scaling for Unified LLM Quantization and Adaptation,"P Tang, R Zhou, F Meng, W Pei, M Zhang","arXiv preprint arXiv …, 2026 -",2026,,,2026-07-21/22,,,
GS0310,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Breaking the Cost Barrier: How Quantization Enables Efficient Development and Deployment of LLMs for Public Healthcare,AM Ventura D'addario,"medRxiv, 2025",2025,medrxiv.org,,2026-07-21/22,,,
GS0311,google_scholar,B2_quantization_1,B2_1_quant_llm_ft,Fedquad: Adaptive layer-wise lora deployment and activation quantization for federated fine-tuning,"J Liu, R Li, H Xu, Q Ma, J Yan…","IEEE Transactions on …, 2025 -",2025,,21,2026-07-21/22,,,
GS0312,google_scholar,B2_quantization_3,B2_3_ptq_llm,A comprehensive study on post-training quantization for large language models,2023,cli99.com,2023,,51,2026-07-21/22,,,
GS0313,google_scholar,B2_quantization_3,B2_3_ptq_llm,Post training quantization of large language models with microscaling formats,2024,arxiv.org,2024,,19,2026-07-21/22,,,
GS0314,google_scholar,B2_quantization_3,B2_3_ptq_llm,Fptq: Fine-grained post-training quantization for large language models,2023,arxiv.org,2023,,42,2026-07-21/22,,,
GS0315,google_scholar,B2_quantization_3,B2_3_ptq_llm,VLM-PTQ: Efficient Post-Training Quantization for Large Vision-Language Models,"J Deng, K Huang","… of the IEEE/CVF Conference on …, 2026 -",2026,,,2026-07-21/22,,,
GS0316,google_scholar,B2_quantization_3,B2_3_ptq_llm,Ptq1. 61: Push the real limit of extremely low-bit post-training quantization methods for large language models,"J Zhao, M Zhang, M Wang, Y Shang…","Proceedings of the …, 2025 -",2025,,13,2026-07-21/22,,,
GS0317,google_scholar,B2_quantization_3,B2_3_ptq_llm,Practical Implementation and Assessment of Post-Training Quantization Methods for Large Language Models,"A HM, A Singarajipura, P Raj","2026 3rd International …, 2026 -",2026,,,2026-07-21/22,,,
GS0318,google_scholar,B2_quantization_3,B2_3_ptq_llm,Septq: A simple and effective post-training quantization paradigm for large language models,"…, 2025",dl.acm.org,2025,,8,2026-07-21/22,,,
GS0319,google_scholar,B2_quantization_3,B2_3_ptq_llm,Quantization meets dllms: A systematic study of post-training quantization for diffusion llms,"…, 2025",arxiv.org,2025,,21,2026-07-21/22,,,
GS0320,google_scholar,B2_quantization_3,B2_3_ptq_llm,"Benchmarking post-training quantization in llms: Comprehensive taxonomy, unified evaluation, and comparative analysis",2025,arxiv.org,2025,,16,2026-07-21/22,,,
GS0321,google_scholar,B2_quantization_3,B2_3_ptq_llm,Quantization error propagation: Revisiting layer-wise post-training quantization,"Y Arai, Y Ichikawa","Advances in Neural Information …, 2026 -",2026,,24,2026-07-21/22,,,
GS0322,google_scholar,B2_quantization_3,B2_3_ptq_llm,Aweq: Post-training quantization with activation-weight equalization for large language models,"B Li, X Wang, H Xu","arXiv preprint arXiv:2311.01305, 2023",2023,arxiv.org,5,2026-07-21/22,,,
GS0323,google_scholar,B2_quantization_3,B2_3_ptq_llm,Enhancing Post-Training Quantization via Future Activation Awareness,"arXiv:2602.02538, 2026",arxiv.org,2026,,1,2026-07-21/22,,,
GS0324,google_scholar,B2_quantization_3,B2_3_ptq_llm,ADMM-Q: An Improved Hessian-based Weight Quantizer for Post-Training Quantization of Large Language Models,"R Lucas, M Makni, X Meng, A Deng…","arXiv preprint arXiv …, 2026 -",2026,,1,2026-07-21/22,,,
GS0325,google_scholar,B2_quantization_3,B2_3_ptq_llm,Benchmarking Post-Training Quantization of Large Language Models under Microscaling Floating Point Formats,2026,arxiv.org,2026,,3,2026-07-21/22,,,
GS0326,google_scholar,B2_quantization_3,B2_3_ptq_llm,CrossQuant: A Post-Training Quantization Method with Smaller Quantization Kernel for Precise Large Language Model Compression,"W Liu, X Ma, P Zhang, Y Wang","arXiv preprint arXiv:2410.07505, 2024 -",2024,,4,2026-07-21/22,,,
GS0327,google_scholar,B2_quantization_3,B2_3_ptq_llm,Lrquant: Learnable and robust post-training quantization for large language models,"J Zhao, M Zhang, C Zeng, M Wang…","Proceedings of the …, 2024 -",2024,,22,2026-07-21/22,,,
GS0328,google_scholar,B2_quantization_4,B2_4_qat_transformer,Understanding Quantization-Aware Training: Gradients at Quantized Weights Bias to the Low-Loss Basin,"H Li, J Ma, Y Cui","arXiv preprint arXiv:2606.09012, 2026",2026,arxiv.org,,2026-07-21/22,,,
GS0329,google_scholar,B2_quantization_4,B2_4_qat_transformer,WinQ: Accelerating Quantization-Aware Training of Language Models Around Saddle Points,"D Li, Z Liu, K Yi, Z Zhang, C Zhao…","arXiv preprint arXiv …, 2026 -",2026,,,2026-07-21/22,,,
GS0330,google_scholar,B2_quantization_4,B2_4_qat_transformer,Efficientqat: Efficient quantization-aware training for large language models,"M Chen, W Shao, P Xu, J Wang, P Gao…","Proceedings of the …, 2025 -",2025,,226,2026-07-21/22,,,
GS0331,google_scholar,B2_quantization_5,B2_5_lowbit_survey,DQuant: Accurate Low-bit Post-Training Weight Quantization for LLMs,2026,arxiv.org,2026,,4,2026-07-21/22,,,
GS0332,google_scholar,B2_quantization_5,B2_5_lowbit_survey,Edge-ASR: Towards Low-Bit Quantization of Automatic Speech Recognition Models,2025,arxiv.org,2025,,6,2026-07-21/22,,,
GS0333,google_scholar,B2_quantization_5,B2_5_lowbit_survey,Norm tweaking: High-performance low-bit quantization of large language models,2024,ojs.aaai.org,2024,,55,2026-07-21/22,,,
GS0334,google_scholar,B1_peft_3,B1_3_adapter,Comprehensive Evaluation of Adapter-Based Fine-Tuning and Post-Training Quantization for LLM Deployment,"H Madokoro, S Nix, T Kondo","2026 IEEE 2nd International …, 2026 -",2026,,1,2026-07-21/22,,,
GS0335,google_scholar,B1_peft_3,B1_3_adapter,BitLoRA: Quantization-Compatible Adapter Tuning for 1.58-bit LLM in Federated On-Device AI-Agent,"I Song, K Lee","Expert Systems with Applications, 2026",2026,Elsevier,1,2026-07-21/22,,,
GS0336,google_scholar,B1_peft_3,B1_3_adapter,Innovative adapter-based fine-tuning and streamlined training strategies for text summarization,P Hitesh,"2024 International Conference on Electrical and …, 2024 -",2024,,3,2026-07-21/22,,,
GS0337,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Deepspeed: System optimizations enable training deep learning models with over 100 billion parameters,2020,dl.acm.org,2020,,2484,2026-07-21/22,,,
GS0338,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,{Zero-offload}: Democratizing {billion-scale} model training,"J Ren, S Rajbhandari, RY Aminabadi…","2021 USENIX Annual …, 2021 -",2021,,746,2026-07-21/22,,,
GS0339,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Zero: Memory optimizations toward training trillion parameter models,"S Rajbhandari, J Rasley, O Ruwase…","… conference for high …, 2020 -",2020,,2878,2026-07-21/22,,,
GS0340,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Zero++: Extremely efficient collective communication for giant model training,"G Wang, H Qin, SA Jacobs, C Holmes…","arXiv preprint arXiv …, 2023 -",2023,,110,2026-07-21/22,,,
GS0341,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Open-reasoner-zero: An open source approach to scaling up reinforcement learning on the base model,"J Hu, Y Zhang, Q Han, D Jiang…","Advances in Neural …, 2026 -",2026,,462,2026-07-21/22,,,
GS0342,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Rethinking zero-shot video classification: End-to-end training for realistic applications,"B Brattoli, J Tighe, F Zhdanov…","Proceedings of the …, 2020 -",2020,,210,2026-07-21/22,,,
GS0343,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,What language model architecture and pretraining objective works best for zero-shot generalization?,"T Wang, A Roberts, D Hesslow…","International …, 2022 -",2022,,311,2026-07-21/22,,,
GS0344,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Zero-shot machine unlearning,"VS Chundawat, AK Tarun, M Mandal…","IEEE Transactions on …, 2023 -",2023,,318,2026-07-21/22,,,
GS0345,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Tuning large neural networks via zero-shot hyperparameter transfer,"G Yang, E Hu, I Babuschkin, S Sidor…","Advances in …, 2021 -",2021,,562,2026-07-21/22,,,
GS0346,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Generating training data with language models: Towards zero-shot language understanding,"Y Meng, J Huang, Y Zhang…","Advances in Neural …, 2022 -",2022,,353,2026-07-21/22,,,
GS0347,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,A Zero-Training Data Cleaning System With Large Language Models,"C Yang, K Huang, Y Wu, Y Wu, M Zhu…","… on Knowledge and …, 2026 -",2026,,,2026-07-21/22,,,
GS0348,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Founding Zero-Knowledge Proof of Training on Optimum Vicinity,"G Tan, A Gascón, S Meiklejohn, M Raykova…","Proceedings of the …, 2025 -",2025,,11,2026-07-21/22,,,
GS0349,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,A Zero-Training Error Correction System with Large Language Models,"Y Wu, C Yang, M Zhu, X Miao, W Ni…","2025 IEEE 41st …, 2025 -",2025,,9,2026-07-21/22,,,
GS0350,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Simplerl-zoo: Investigating and taming zero reinforcement learning for open base models in the wild,2025,arxiv.org,2025,,410,2026-07-21/22,,,
GS0351,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Experimenting with zero-knowledge proofs of training,"S Garg, A Goel, S Jha, S Mahloujifar…","Proceedings of the …, 2023 -",2023,,99,2026-07-21/22,,,
GS0352,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Improving zero-shot generalization and robustness of multi-modal models,"Y Ge, J Ren, A Gallagher, Y Wang…","Proceedings of the …, 2023 -",2023,,85,2026-07-21/22,,,
GS0353,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Straight to zero: Why linearly decaying the learning rate to zero works best for LLMs,"S Bergsma, N Dey, G Gosal, G Gray…","arXiv preprint arXiv …, 2025 -",2025,,30,2026-07-21/22,,,
GS0354,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,A closer look at self-training for zero-label semantic segmentation,"G Pastore, F Cermelli, Y Xian…","Proceedings of the …, 2021 -",2021,,87,2026-07-21/22,,,
GS0355,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,RS-CLIP: Zero shot remote sensing scene classification via contrastive vision-language supervision,"…, 2023",Elsevier,2023,,203,2026-07-21/22,,,
GS0356,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Advanced zero-shot learning (AZSL) framework for secure model generalization in federated learning,"M Asif, S Naz, F Ali, A Alabrah, A Salam, F Amin…","IEEE …, 2024 -",2024,,73,2026-07-21/22,,,
GS0357,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Bi-directional feature learning-based approach for zero-shot event argument extraction,2025,Elsevier,2025,,11,2026-07-21/22,,,
GS0358,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Zero trust in AI pipelines: Securing distributed model training and inference,OO Aramide,2025,2025,researchgate.net,1,2026-07-21/22,,,
GS0359,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Learning from limited heterogeneous training data: Meta-learning for unsupervised zero-day web attack detection across web domains,"…, 2023",dl.acm.org,2023,,32,2026-07-21/22,,,
GS0360,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Generalized zero-shot learning for classifying unseen wafer map patterns,2024,Elsevier,2024,,24,2026-07-21/22,,,
GS0361,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Industrial wireless internet zero trust model: Zero trust meets dynamic federated learning with blockchain,"H Xie, Y Wang, Y Ding, C Yang…","IEEE Wireless …, 2024 -",2024,,21,2026-07-21/22,,,
GS0362,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Fault description based attribute transfer for zero-sample industrial fault diagnosis,"L Feng, C Zhao","IEEE Transactions on Industrial Informatics, 2020 -",2020,,403,2026-07-21/22,,,
GS0363,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Adversarial contrastive representation training with external knowledge injection for zero-shot stance detection,"Y Ding, Y Lei, A Wang, X Liu, T Zhu, Y Li","Neurocomputing, 2025 -",2025,,15,2026-07-21/22,,,
GS0364,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Zero-infinity: Breaking the gpu memory wall for extreme scale deep learning,2021,dl.acm.org,2021,,637,2026-07-21/22,,,
GS0365,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,VMAN: A virtual mainstay alignment network for transductive zero-shot learning,"GS Xie, XY Zhang, Y Yao, Z Zhang…","IEEE Transactions on …, 2021 -",2021,,36,2026-07-21/22,,,
GS0366,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Blockchain-based federated learning utilizing zero-knowledge proofs for verifiable training and aggregation,"E Ebrahimi, M Sober, AT Hoang, CU Ileri…","2024 IEEE …, 2024 -",2024,,28,2026-07-21/22,,,
GS0367,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Forecastpfn: Synthetically-trained zero-shot forecasting,"S Dooley, GS Khurana, C Mohapatra…","Advances in …, 2023 -",2023,,165,2026-07-21/22,,,
GS0368,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Articlesfederated learning-enabled zero-day ddos attack detection scheme in healthcare 4.0,2024,hcisj.com,2024,,9,2026-07-21/22,,,
GS0369,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Cross-lingual pre-training based transfer for zero-shot neural machine translation,2020,aaai.org,2020,,92,2026-07-21/22,,,
GS0370,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Deepspeed ulysses: System optimizations for enabling training of extreme long sequence transformer models,"SA Jacobs, M Tanaka, C Zhang, M Zhang…","arXiv preprint arXiv …, 2023 -",2023,,287,2026-07-21/22,,,
GS0371,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,"Using deepspeed and megatron to train megatron-turing nlg 530b, a large-scale generative language model",2022,arxiv.org,2022,,919,2026-07-21/22,,,
GS0372,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Deepspeed data efficiency: Improving deep learning model quality and training efficiency via efficient data sampling and routing,2024,ojs.aaai.org,2024,,46,2026-07-21/22,,,
GS0373,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Bandwidth characterization of deepspeed on distributed large language model training,"B Hanindhito, B Patel, LK John","2024 IEEE International …, 2024 -",2024,,13,2026-07-21/22,,,
GS0374,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Deepspeed-moe: Advancing mixture-of-experts inference and training to power next-generation ai scale,"S Rajbhandari, C Li, Z Yao, M Zhang…","International …, 2022 -",2022,,694,2026-07-21/22,,,
GS0375,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Deepspeed4science initiative: Enabling large-scale scientific discovery through sophisticated ai system technologies,2023,arxiv.org,2023,,32,2026-07-21/22,,,
GS0376,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Scaling Vision Transformers: Evaluating DeepSpeed for Image-Centric Workloads,"H Trinh, R Ma, Z Yu, T Reza","arXiv preprint arXiv:2602.21081, 2026 -",2026,,,2026-07-21/22,,,
GS0377,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Benchmark assessment for deepspeed optimization library,"G Liang, I Alsmadi","arXiv preprint arXiv:2202.12831, 2022",2022,arxiv.org,3,2026-07-21/22,,,
GS0378,google_scholar,B3_memory_3,B3_3_zero_deepspeed_offload,Acceleration of Training for Mixture-of-Experts Models Under Memory Offloading,,,,,,2026-07-21/22,,,
